Compound.and.Iso.name,iso.mz,RT..min.,z,Column,Compound.Name,Emperical.Formula,m.z,C,N,this.N,possibilities,names.isotopes,X,Compound.Type,Compound.Name_old,Compound.Name_figure,QE.LinRange,QE.RF.ratio,QE.RSD,TQS.LinRange,TQS.RF.ratio,TQS.RSD,ionization_form,C0,Fraction1,Fraction2,Conc..uM,HILICMix,Date.added,CHEBI,KEGGNAME
D-Methylmalonyl-CoA_13C-3 15N-0,869.133501,13.18,-1,HILIC,D-Methylmalonyl-CoA,C25H40N7O19P3S,866.123439,25,N7,7,208,13C-3 15N-0,254,Co-enzyme A,Methyl Malonyl CoA,Methylmalonyl CoA,100 - >10000,0.625,17.5,20 - >10000,0.759,8.5,[M-H],cpd:C00683,HILICNeg,NA,4,Mix1,160401,CHEBI:15466,(S)-Methylmalonyl-CoA; (S)-Methylmalonyl-coenzyme A; (2S)-Methylmalonyl-CoA; D-Methylmalonyl-CoA
D-Methylmalonyl-CoA_13C-3 15N-1,870.130537,13.18,-1,HILIC,D-Methylmalonyl-CoA,C25H40N7O19P3S,866.123439,25,N7,7,208,13C-3 15N-1,254,Co-enzyme A,Methyl Malonyl CoA,Methylmalonyl CoA,100 - >10000,0.625,17.5,20 - >10000,0.759,8.5,[M-H],cpd:C00683,HILICNeg,NA,4,Mix1,160401,CHEBI:15466,(S)-Methylmalonyl-CoA; (S)-Methylmalonyl-coenzyme A; (2S)-Methylmalonyl-CoA; D-Methylmalonyl-CoA
D-Methylmalonyl-CoA_13C-4 15N-0,870.136855,13.18,-1,HILIC,D-Methylmalonyl-CoA,C25H40N7O19P3S,866.123439,25,N7,7,208,13C-4 15N-0,254,Co-enzyme A,Methyl Malonyl CoA,Methylmalonyl CoA,100 - >10000,0.625,17.5,20 - >10000,0.759,8.5,[M-H],cpd:C00683,HILICNeg,NA,4,Mix1,160401,CHEBI:15466,(S)-Methylmalonyl-CoA; (S)-Methylmalonyl-coenzyme A; (2S)-Methylmalonyl-CoA; D-Methylmalonyl-CoA
D-Methylmalonyl-CoA_13C-4 15N-1,871.133891,13.18,-1,HILIC,D-Methylmalonyl-CoA,C25H40N7O19P3S,866.123439,25,N7,7,208,13C-4 15N-1,254,Co-enzyme A,Methyl Malonyl CoA,Methylmalonyl CoA,100 - >10000,0.625,17.5,20 - >10000,0.759,8.5,[M-H],cpd:C00683,HILICNeg,NA,4,Mix1,160401,CHEBI:15466,(S)-Methylmalonyl-CoA; (S)-Methylmalonyl-coenzyme A; (2S)-Methylmalonyl-CoA; D-Methylmalonyl-CoA
D-Methylmalonyl-CoA_13C-5 15N-0,871.140209,13.18,-1,HILIC,D-Methylmalonyl-CoA,C25H40N7O19P3S,866.123439,25,N7,7,208,13C-5 15N-0,254,Co-enzyme A,Methyl Malonyl CoA,Methylmalonyl CoA,100 - >10000,0.625,17.5,20 - >10000,0.759,8.5,[M-H],cpd:C00683,HILICNeg,NA,4,Mix1,160401,CHEBI:15466,(S)-Methylmalonyl-CoA; (S)-Methylmalonyl-coenzyme A; (2S)-Methylmalonyl-CoA; D-Methylmalonyl-CoA
D-Methylmalonyl-CoA_13C-5 15N-1,872.137245,13.18,-1,HILIC,D-Methylmalonyl-CoA,C25H40N7O19P3S,866.123439,25,N7,7,208,13C-5 15N-1,254,Co-enzyme A,Methyl Malonyl CoA,Methylmalonyl CoA,100 - >10000,0.625,17.5,20 - >10000,0.759,8.5,[M-H],cpd:C00683,HILICNeg,NA,4,Mix1,160401,CHEBI:15466,(S)-Methylmalonyl-CoA; (S)-Methylmalonyl-coenzyme A; (2S)-Methylmalonyl-CoA; D-Methylmalonyl-CoA
Malonyl-CoA_13C-0 15N-0,852.107789,13.525,-1,HILIC,Malonyl-CoA,C24H38N7O19P3S,852.107789,24,N7,7,200,13C-0 15N-0,248,Co-enzyme A,Malonyl CoA,Malonyl-CoA,100 - >10000,0.441,50,100 - >10000,0.281,10.7,[M-H],cpd:C00083,HILICNeg,NA,4,Mix1,160401,CHEBI:15531,Malonyl-CoA; Malonyl coenzyme A
Malonyl-CoA_13C-0 15N-1,853.104825,13.525,-1,HILIC,Malonyl-CoA,C24H38N7O19P3S,852.107789,24,N7,7,200,13C-0 15N-1,248,Co-enzyme A,Malonyl CoA,Malonyl-CoA,100 - >10000,0.441,50,100 - >10000,0.281,10.7,[M-H],cpd:C00083,HILICNeg,NA,4,Mix1,160401,CHEBI:15531,Malonyl-CoA; Malonyl coenzyme A
Malonyl-CoA_13C-1 15N-0,853.111143,13.525,-1,HILIC,Malonyl-CoA,C24H38N7O19P3S,852.107789,24,N7,7,200,13C-1 15N-0,248,Co-enzyme A,Malonyl CoA,Malonyl-CoA,100 - >10000,0.441,50,100 - >10000,0.281,10.7,[M-H],cpd:C00083,HILICNeg,NA,4,Mix1,160401,CHEBI:15531,Malonyl-CoA; Malonyl coenzyme A
Malonyl-CoA_13C-1 15N-1,854.108179,13.525,-1,HILIC,Malonyl-CoA,C24H38N7O19P3S,852.107789,24,N7,7,200,13C-1 15N-1,248,Co-enzyme A,Malonyl CoA,Malonyl-CoA,100 - >10000,0.441,50,100 - >10000,0.281,10.7,[M-H],cpd:C00083,HILICNeg,NA,4,Mix1,160401,CHEBI:15531,Malonyl-CoA; Malonyl coenzyme A
Malonyl-CoA_13C-2 15N-0,854.114497,13.525,-1,HILIC,Malonyl-CoA,C24H38N7O19P3S,852.107789,24,N7,7,200,13C-2 15N-0,248,Co-enzyme A,Malonyl CoA,Malonyl-CoA,100 - >10000,0.441,50,100 - >10000,0.281,10.7,[M-H],cpd:C00083,HILICNeg,NA,4,Mix1,160401,CHEBI:15531,Malonyl-CoA; Malonyl coenzyme A
Malonyl-CoA_13C-2 15N-1,855.111533,13.525,-1,HILIC,Malonyl-CoA,C24H38N7O19P3S,852.107789,24,N7,7,200,13C-2 15N-1,248,Co-enzyme A,Malonyl CoA,Malonyl-CoA,100 - >10000,0.441,50,100 - >10000,0.281,10.7,[M-H],cpd:C00083,HILICNeg,NA,4,Mix1,160401,CHEBI:15531,Malonyl-CoA; Malonyl coenzyme A
Malonyl-CoA_13C-3 15N-0,855.117851,13.525,-1,HILIC,Malonyl-CoA,C24H38N7O19P3S,852.107789,24,N7,7,200,13C-3 15N-0,248,Co-enzyme A,Malonyl CoA,Malonyl-CoA,100 - >10000,0.441,50,100 - >10000,0.281,10.7,[M-H],cpd:C00083,HILICNeg,NA,4,Mix1,160401,CHEBI:15531,Malonyl-CoA; Malonyl coenzyme A
Malonyl-CoA_13C-3 15N-1,856.114887,13.525,-1,HILIC,Malonyl-CoA,C24H38N7O19P3S,852.107789,24,N7,7,200,13C-3 15N-1,248,Co-enzyme A,Malonyl CoA,Malonyl-CoA,100 - >10000,0.441,50,100 - >10000,0.281,10.7,[M-H],cpd:C00083,HILICNeg,NA,4,Mix1,160401,CHEBI:15531,Malonyl-CoA; Malonyl coenzyme A
Malonyl-CoA_13C-4 15N-0,856.121205,13.525,-1,HILIC,Malonyl-CoA,C24H38N7O19P3S,852.107789,24,N7,7,200,13C-4 15N-0,248,Co-enzyme A,Malonyl CoA,Malonyl-CoA,100 - >10000,0.441,50,100 - >10000,0.281,10.7,[M-H],cpd:C00083,HILICNeg,NA,4,Mix1,160401,CHEBI:15531,Malonyl-CoA; Malonyl coenzyme A
Malonyl-CoA_13C-4 15N-1,857.118241,13.525,-1,HILIC,Malonyl-CoA,C24H38N7O19P3S,852.107789,24,N7,7,200,13C-4 15N-1,248,Co-enzyme A,Malonyl CoA,Malonyl-CoA,100 - >10000,0.441,50,100 - >10000,0.281,10.7,[M-H],cpd:C00083,HILICNeg,NA,4,Mix1,160401,CHEBI:15531,Malonyl-CoA; Malonyl coenzyme A
Malonyl-CoA_13C-5 15N-0,857.124559,13.525,-1,HILIC,Malonyl-CoA,C24H38N7O19P3S,852.107789,24,N7,7,200,13C-5 15N-0,248,Co-enzyme A,Malonyl CoA,Malonyl-CoA,100 - >10000,0.441,50,100 - >10000,0.281,10.7,[M-H],cpd:C00083,HILICNeg,NA,4,Mix1,160401,CHEBI:15531,Malonyl-CoA; Malonyl coenzyme A
Malonyl-CoA_13C-5 15N-1,858.121595,13.525,-1,HILIC,Malonyl-CoA,C24H38N7O19P3S,852.107789,24,N7,7,200,13C-5 15N-1,248,Co-enzyme A,Malonyl CoA,Malonyl-CoA,100 - >10000,0.441,50,100 - >10000,0.281,10.7,[M-H],cpd:C00083,HILICNeg,NA,4,Mix1,160401,CHEBI:15531,Malonyl-CoA; Malonyl coenzyme A
Propionyl-CoA_13C-0 15N-0,822.133609,8.83,-1,HILIC,Propionyl-CoA,C24H40N7O17P3S,822.133609,24,N7,7,200,13C-0 15N-0,274,Co-enzyme A,Propionyl CoA,Propionyl-CoA,100 - >10000,0.527,20.5,20 - >10000,0.957,18,[M-H],cpd:C00100,HILICNeg,NA,4,Mix1,160401,CHEBI:15539,Propanoyl-CoA; Propionyl-CoA; Propionyl coenzyme A
Propionyl-CoA_13C-0 15N-1,823.130645,8.83,-1,HILIC,Propionyl-CoA,C24H40N7O17P3S,822.133609,24,N7,7,200,13C-0 15N-1,274,Co-enzyme A,Propionyl CoA,Propionyl-CoA,100 - >10000,0.527,20.5,20 - >10000,0.957,18,[M-H],cpd:C00100,HILICNeg,NA,4,Mix1,160401,CHEBI:15539,Propanoyl-CoA; Propionyl-CoA; Propionyl coenzyme A
Propionyl-CoA_13C-1 15N-0,823.136963,8.83,-1,HILIC,Propionyl-CoA,C24H40N7O17P3S,822.133609,24,N7,7,200,13C-1 15N-0,274,Co-enzyme A,Propionyl CoA,Propionyl-CoA,100 - >10000,0.527,20.5,20 - >10000,0.957,18,[M-H],cpd:C00100,HILICNeg,NA,4,Mix1,160401,CHEBI:15539,Propanoyl-CoA; Propionyl-CoA; Propionyl coenzyme A
Propionyl-CoA_13C-1 15N-1,824.133999,8.83,-1,HILIC,Propionyl-CoA,C24H40N7O17P3S,822.133609,24,N7,7,200,13C-1 15N-1,274,Co-enzyme A,Propionyl CoA,Propionyl-CoA,100 - >10000,0.527,20.5,20 - >10000,0.957,18,[M-H],cpd:C00100,HILICNeg,NA,4,Mix1,160401,CHEBI:15539,Propanoyl-CoA; Propionyl-CoA; Propionyl coenzyme A
Propionyl-CoA_13C-2 15N-0,824.140317,8.83,-1,HILIC,Propionyl-CoA,C24H40N7O17P3S,822.133609,24,N7,7,200,13C-2 15N-0,274,Co-enzyme A,Propionyl CoA,Propionyl-CoA,100 - >10000,0.527,20.5,20 - >10000,0.957,18,[M-H],cpd:C00100,HILICNeg,NA,4,Mix1,160401,CHEBI:15539,Propanoyl-CoA; Propionyl-CoA; Propionyl coenzyme A
Propionyl-CoA_13C-2 15N-1,825.137353,8.83,-1,HILIC,Propionyl-CoA,C24H40N7O17P3S,822.133609,24,N7,7,200,13C-2 15N-1,274,Co-enzyme A,Propionyl CoA,Propionyl-CoA,100 - >10000,0.527,20.5,20 - >10000,0.957,18,[M-H],cpd:C00100,HILICNeg,NA,4,Mix1,160401,CHEBI:15539,Propanoyl-CoA; Propionyl-CoA; Propionyl coenzyme A
Propionyl-CoA_13C-3 15N-0,825.143671,8.83,-1,HILIC,Propionyl-CoA,C24H40N7O17P3S,822.133609,24,N7,7,200,13C-3 15N-0,274,Co-enzyme A,Propionyl CoA,Propionyl-CoA,100 - >10000,0.527,20.5,20 - >10000,0.957,18,[M-H],cpd:C00100,HILICNeg,NA,4,Mix1,160401,CHEBI:15539,Propanoyl-CoA; Propionyl-CoA; Propionyl coenzyme A
Propionyl-CoA_13C-3 15N-1,826.140707,8.83,-1,HILIC,Propionyl-CoA,C24H40N7O17P3S,822.133609,24,N7,7,200,13C-3 15N-1,274,Co-enzyme A,Propionyl CoA,Propionyl-CoA,100 - >10000,0.527,20.5,20 - >10000,0.957,18,[M-H],cpd:C00100,HILICNeg,NA,4,Mix1,160401,CHEBI:15539,Propanoyl-CoA; Propionyl-CoA; Propionyl coenzyme A
Propionyl-CoA_13C-4 15N-0,826.147025,8.83,-1,HILIC,Propionyl-CoA,C24H40N7O17P3S,822.133609,24,N7,7,200,13C-4 15N-0,274,Co-enzyme A,Propionyl CoA,Propionyl-CoA,100 - >10000,0.527,20.5,20 - >10000,0.957,18,[M-H],cpd:C00100,HILICNeg,NA,4,Mix1,160401,CHEBI:15539,Propanoyl-CoA; Propionyl-CoA; Propionyl coenzyme A
Propionyl-CoA_13C-4 15N-1,827.144061,8.83,-1,HILIC,Propionyl-CoA,C24H40N7O17P3S,822.133609,24,N7,7,200,13C-4 15N-1,274,Co-enzyme A,Propionyl CoA,Propionyl-CoA,100 - >10000,0.527,20.5,20 - >10000,0.957,18,[M-H],cpd:C00100,HILICNeg,NA,4,Mix1,160401,CHEBI:15539,Propanoyl-CoA; Propionyl-CoA; Propionyl coenzyme A
Propionyl-CoA_13C-5 15N-0,827.150379,8.83,-1,HILIC,Propionyl-CoA,C24H40N7O17P3S,822.133609,24,N7,7,200,13C-5 15N-0,274,Co-enzyme A,Propionyl CoA,Propionyl-CoA,100 - >10000,0.527,20.5,20 - >10000,0.957,18,[M-H],cpd:C00100,HILICNeg,NA,4,Mix1,160401,CHEBI:15539,Propanoyl-CoA; Propionyl-CoA; Propionyl coenzyme A
Propionyl-CoA_13C-5 15N-1,828.147415,8.83,-1,HILIC,Propionyl-CoA,C24H40N7O17P3S,822.133609,24,N7,7,200,13C-5 15N-1,274,Co-enzyme A,Propionyl CoA,Propionyl-CoA,100 - >10000,0.527,20.5,20 - >10000,0.957,18,[M-H],cpd:C00100,HILICNeg,NA,4,Mix1,160401,CHEBI:15539,Propanoyl-CoA; Propionyl-CoA; Propionyl coenzyme A
Succinyl-CoA_13C-0 15N-0,866.123439,12.965,-1,HILIC,Succinyl-CoA,C25H40N7O19P3S,866.123439,25,N7,7,208,13C-0 15N-0,288,Co-enzyme A,Succinyl CoA,Succinyl-CoA,100 - >10000,0.637,17.5,20 - >10000,0.968,21.2,[M-H],cpd:C00091,HILICNeg,NA,4,Mix1,160401,CHEBI:15380,Succinyl-CoA; Succinyl coenzyme A
Succinyl-CoA_13C-0 15N-1,867.120475,12.965,-1,HILIC,Succinyl-CoA,C25H40N7O19P3S,866.123439,25,N7,7,208,13C-0 15N-1,288,Co-enzyme A,Succinyl CoA,Succinyl-CoA,100 - >10000,0.637,17.5,20 - >10000,0.968,21.2,[M-H],cpd:C00091,HILICNeg,NA,4,Mix1,160401,CHEBI:15380,Succinyl-CoA; Succinyl coenzyme A
Succinyl-CoA_13C-1 15N-0,867.126793,12.965,-1,HILIC,Succinyl-CoA,C25H40N7O19P3S,866.123439,25,N7,7,208,13C-1 15N-0,288,Co-enzyme A,Succinyl CoA,Succinyl-CoA,100 - >10000,0.637,17.5,20 - >10000,0.968,21.2,[M-H],cpd:C00091,HILICNeg,NA,4,Mix1,160401,CHEBI:15380,Succinyl-CoA; Succinyl coenzyme A
Succinyl-CoA_13C-1 15N-1,868.123829,12.965,-1,HILIC,Succinyl-CoA,C25H40N7O19P3S,866.123439,25,N7,7,208,13C-1 15N-1,288,Co-enzyme A,Succinyl CoA,Succinyl-CoA,100 - >10000,0.637,17.5,20 - >10000,0.968,21.2,[M-H],cpd:C00091,HILICNeg,NA,4,Mix1,160401,CHEBI:15380,Succinyl-CoA; Succinyl coenzyme A
Succinyl-CoA_13C-2 15N-0,868.130147,12.965,-1,HILIC,Succinyl-CoA,C25H40N7O19P3S,866.123439,25,N7,7,208,13C-2 15N-0,288,Co-enzyme A,Succinyl CoA,Succinyl-CoA,100 - >10000,0.637,17.5,20 - >10000,0.968,21.2,[M-H],cpd:C00091,HILICNeg,NA,4,Mix1,160401,CHEBI:15380,Succinyl-CoA; Succinyl coenzyme A
Succinyl-CoA_13C-2 15N-1,869.127183,12.965,-1,HILIC,Succinyl-CoA,C25H40N7O19P3S,866.123439,25,N7,7,208,13C-2 15N-1,288,Co-enzyme A,Succinyl CoA,Succinyl-CoA,100 - >10000,0.637,17.5,20 - >10000,0.968,21.2,[M-H],cpd:C00091,HILICNeg,NA,4,Mix1,160401,CHEBI:15380,Succinyl-CoA; Succinyl coenzyme A
Succinyl-CoA_13C-3 15N-0,869.133501,12.965,-1,HILIC,Succinyl-CoA,C25H40N7O19P3S,866.123439,25,N7,7,208,13C-3 15N-0,288,Co-enzyme A,Succinyl CoA,Succinyl-CoA,100 - >10000,0.637,17.5,20 - >10000,0.968,21.2,[M-H],cpd:C00091,HILICNeg,NA,4,Mix1,160401,CHEBI:15380,Succinyl-CoA; Succinyl coenzyme A
Succinyl-CoA_13C-3 15N-1,870.130537,12.965,-1,HILIC,Succinyl-CoA,C25H40N7O19P3S,866.123439,25,N7,7,208,13C-3 15N-1,288,Co-enzyme A,Succinyl CoA,Succinyl-CoA,100 - >10000,0.637,17.5,20 - >10000,0.968,21.2,[M-H],cpd:C00091,HILICNeg,NA,4,Mix1,160401,CHEBI:15380,Succinyl-CoA; Succinyl coenzyme A
Succinyl-CoA_13C-4 15N-0,870.136855,12.965,-1,HILIC,Succinyl-CoA,C25H40N7O19P3S,866.123439,25,N7,7,208,13C-4 15N-0,288,Co-enzyme A,Succinyl CoA,Succinyl-CoA,100 - >10000,0.637,17.5,20 - >10000,0.968,21.2,[M-H],cpd:C00091,HILICNeg,NA,4,Mix1,160401,CHEBI:15380,Succinyl-CoA; Succinyl coenzyme A
Succinyl-CoA_13C-4 15N-1,871.133891,12.965,-1,HILIC,Succinyl-CoA,C25H40N7O19P3S,866.123439,25,N7,7,208,13C-4 15N-1,288,Co-enzyme A,Succinyl CoA,Succinyl-CoA,100 - >10000,0.637,17.5,20 - >10000,0.968,21.2,[M-H],cpd:C00091,HILICNeg,NA,4,Mix1,160401,CHEBI:15380,Succinyl-CoA; Succinyl coenzyme A
Succinyl-CoA_13C-5 15N-0,871.140209,12.965,-1,HILIC,Succinyl-CoA,C25H40N7O19P3S,866.123439,25,N7,7,208,13C-5 15N-0,288,Co-enzyme A,Succinyl CoA,Succinyl-CoA,100 - >10000,0.637,17.5,20 - >10000,0.968,21.2,[M-H],cpd:C00091,HILICNeg,NA,4,Mix1,160401,CHEBI:15380,Succinyl-CoA; Succinyl coenzyme A
Succinyl-CoA_13C-5 15N-1,872.137245,12.965,-1,HILIC,Succinyl-CoA,C25H40N7O19P3S,866.123439,25,N7,7,208,13C-5 15N-1,288,Co-enzyme A,Succinyl CoA,Succinyl-CoA,100 - >10000,0.637,17.5,20 - >10000,0.968,21.2,[M-H],cpd:C00091,HILICNeg,NA,4,Mix1,160401,CHEBI:15380,Succinyl-CoA; Succinyl coenzyme A
Adenosine diphosphate_13C-0 15N-0,426.021596,12.09,-1,HILIC,Adenosine diphosphate,C10H15N5O10P2,426.021596,10,N5,5,66,13C-0 15N-0,153,Energy charge,ADP,ADP,100 - >10000,0.23,26.4,100 - >10000,1.108,17,[M-H],cpd:C00008,HILICNeg,NA,4,Mix2,160401,CHEBI:16761,ADP; Adenosine 5'-diphosphate
Adenosine diphosphate_13C-0 15N-1,427.018632,12.09,-1,HILIC,Adenosine diphosphate,C10H15N5O10P2,426.021596,10,N5,5,66,13C-0 15N-1,153,Energy charge,ADP,ADP,100 - >10000,0.23,26.4,100 - >10000,1.108,17,[M-H],cpd:C00008,HILICNeg,NA,4,Mix2,160401,CHEBI:16761,ADP; Adenosine 5'-diphosphate
Adenosine diphosphate_13C-1 15N-0,427.02495,12.09,-1,HILIC,Adenosine diphosphate,C10H15N5O10P2,426.021596,10,N5,5,66,13C-1 15N-0,153,Energy charge,ADP,ADP,100 - >10000,0.23,26.4,100 - >10000,1.108,17,[M-H],cpd:C00008,HILICNeg,NA,4,Mix2,160401,CHEBI:16761,ADP; Adenosine 5'-diphosphate
Adenosine diphosphate_13C-1 15N-1,428.021986,12.09,-1,HILIC,Adenosine diphosphate,C10H15N5O10P2,426.021596,10,N5,5,66,13C-1 15N-1,153,Energy charge,ADP,ADP,100 - >10000,0.23,26.4,100 - >10000,1.108,17,[M-H],cpd:C00008,HILICNeg,NA,4,Mix2,160401,CHEBI:16761,ADP; Adenosine 5'-diphosphate
Adenosine diphosphate_13C-2 15N-0,428.028304,12.09,-1,HILIC,Adenosine diphosphate,C10H15N5O10P2,426.021596,10,N5,5,66,13C-2 15N-0,153,Energy charge,ADP,ADP,100 - >10000,0.23,26.4,100 - >10000,1.108,17,[M-H],cpd:C00008,HILICNeg,NA,4,Mix2,160401,CHEBI:16761,ADP; Adenosine 5'-diphosphate
Adenosine diphosphate_13C-2 15N-1,429.02534,12.09,-1,HILIC,Adenosine diphosphate,C10H15N5O10P2,426.021596,10,N5,5,66,13C-2 15N-1,153,Energy charge,ADP,ADP,100 - >10000,0.23,26.4,100 - >10000,1.108,17,[M-H],cpd:C00008,HILICNeg,NA,4,Mix2,160401,CHEBI:16761,ADP; Adenosine 5'-diphosphate
Adenosine diphosphate_13C-3 15N-0,429.031658,12.09,-1,HILIC,Adenosine diphosphate,C10H15N5O10P2,426.021596,10,N5,5,66,13C-3 15N-0,153,Energy charge,ADP,ADP,100 - >10000,0.23,26.4,100 - >10000,1.108,17,[M-H],cpd:C00008,HILICNeg,NA,4,Mix2,160401,CHEBI:16761,ADP; Adenosine 5'-diphosphate
Adenosine diphosphate_13C-3 15N-1,430.028694,12.09,-1,HILIC,Adenosine diphosphate,C10H15N5O10P2,426.021596,10,N5,5,66,13C-3 15N-1,153,Energy charge,ADP,ADP,100 - >10000,0.23,26.4,100 - >10000,1.108,17,[M-H],cpd:C00008,HILICNeg,NA,4,Mix2,160401,CHEBI:16761,ADP; Adenosine 5'-diphosphate
Adenosine diphosphate_13C-4 15N-0,430.035012,12.09,-1,HILIC,Adenosine diphosphate,C10H15N5O10P2,426.021596,10,N5,5,66,13C-4 15N-0,153,Energy charge,ADP,ADP,100 - >10000,0.23,26.4,100 - >10000,1.108,17,[M-H],cpd:C00008,HILICNeg,NA,4,Mix2,160401,CHEBI:16761,ADP; Adenosine 5'-diphosphate
Adenosine diphosphate_13C-4 15N-1,431.032048,12.09,-1,HILIC,Adenosine diphosphate,C10H15N5O10P2,426.021596,10,N5,5,66,13C-4 15N-1,153,Energy charge,ADP,ADP,100 - >10000,0.23,26.4,100 - >10000,1.108,17,[M-H],cpd:C00008,HILICNeg,NA,4,Mix2,160401,CHEBI:16761,ADP; Adenosine 5'-diphosphate
Adenosine diphosphate_13C-5 15N-0,431.038366,12.09,-1,HILIC,Adenosine diphosphate,C10H15N5O10P2,426.021596,10,N5,5,66,13C-5 15N-0,153,Energy charge,ADP,ADP,100 - >10000,0.23,26.4,100 - >10000,1.108,17,[M-H],cpd:C00008,HILICNeg,NA,4,Mix2,160401,CHEBI:16761,ADP; Adenosine 5'-diphosphate
Adenosine diphosphate_13C-5 15N-1,432.035402,12.09,-1,HILIC,Adenosine diphosphate,C10H15N5O10P2,426.021596,10,N5,5,66,13C-5 15N-1,153,Energy charge,ADP,ADP,100 - >10000,0.23,26.4,100 - >10000,1.108,17,[M-H],cpd:C00008,HILICNeg,NA,4,Mix2,160401,CHEBI:16761,ADP; Adenosine 5'-diphosphate
Adenosine monophosphate_13C-0 15N-0,346.055262,11.585,-1,HILIC,Adenosine monophosphate,C10H14N5O7P,346.055262,10,N5,5,66,13C-0 15N-0,157,Energy charge,AMP,AMP,100 - >10000,0.813,11.2,100 - >10000,1.035,8.4,[M-H],cpd:C00020,HILICNeg,NA,4,Mix2,160401,CHEBI:16027,AMP; Adenosine 5'-monophosphate; Adenylic acid; Adenylate; 5'-AMP; 5'-Adenylic acid; 5'-Adenosine monophosphate; Adenosine 5'-phosphate
Adenosine monophosphate_13C-0 15N-1,347.052298,11.585,-1,HILIC,Adenosine monophosphate,C10H14N5O7P,346.055262,10,N5,5,66,13C-0 15N-1,157,Energy charge,AMP,AMP,100 - >10000,0.813,11.2,100 - >10000,1.035,8.4,[M-H],cpd:C00020,HILICNeg,NA,4,Mix2,160401,CHEBI:16027,AMP; Adenosine 5'-monophosphate; Adenylic acid; Adenylate; 5'-AMP; 5'-Adenylic acid; 5'-Adenosine monophosphate; Adenosine 5'-phosphate
Adenosine monophosphate_13C-1 15N-0,347.058616,11.585,-1,HILIC,Adenosine monophosphate,C10H14N5O7P,346.055262,10,N5,5,66,13C-1 15N-0,157,Energy charge,AMP,AMP,100 - >10000,0.813,11.2,100 - >10000,1.035,8.4,[M-H],cpd:C00020,HILICNeg,NA,4,Mix2,160401,CHEBI:16027,AMP; Adenosine 5'-monophosphate; Adenylic acid; Adenylate; 5'-AMP; 5'-Adenylic acid; 5'-Adenosine monophosphate; Adenosine 5'-phosphate
Adenosine monophosphate_13C-1 15N-1,348.055652,11.585,-1,HILIC,Adenosine monophosphate,C10H14N5O7P,346.055262,10,N5,5,66,13C-1 15N-1,157,Energy charge,AMP,AMP,100 - >10000,0.813,11.2,100 - >10000,1.035,8.4,[M-H],cpd:C00020,HILICNeg,NA,4,Mix2,160401,CHEBI:16027,AMP; Adenosine 5'-monophosphate; Adenylic acid; Adenylate; 5'-AMP; 5'-Adenylic acid; 5'-Adenosine monophosphate; Adenosine 5'-phosphate
Adenosine monophosphate_13C-2 15N-0,348.06197,11.585,-1,HILIC,Adenosine monophosphate,C10H14N5O7P,346.055262,10,N5,5,66,13C-2 15N-0,157,Energy charge,AMP,AMP,100 - >10000,0.813,11.2,100 - >10000,1.035,8.4,[M-H],cpd:C00020,HILICNeg,NA,4,Mix2,160401,CHEBI:16027,AMP; Adenosine 5'-monophosphate; Adenylic acid; Adenylate; 5'-AMP; 5'-Adenylic acid; 5'-Adenosine monophosphate; Adenosine 5'-phosphate
Adenosine monophosphate_13C-2 15N-1,349.059006,11.585,-1,HILIC,Adenosine monophosphate,C10H14N5O7P,346.055262,10,N5,5,66,13C-2 15N-1,157,Energy charge,AMP,AMP,100 - >10000,0.813,11.2,100 - >10000,1.035,8.4,[M-H],cpd:C00020,HILICNeg,NA,4,Mix2,160401,CHEBI:16027,AMP; Adenosine 5'-monophosphate; Adenylic acid; Adenylate; 5'-AMP; 5'-Adenylic acid; 5'-Adenosine monophosphate; Adenosine 5'-phosphate
Adenosine monophosphate_13C-3 15N-0,349.065324,11.585,-1,HILIC,Adenosine monophosphate,C10H14N5O7P,346.055262,10,N5,5,66,13C-3 15N-0,157,Energy charge,AMP,AMP,100 - >10000,0.813,11.2,100 - >10000,1.035,8.4,[M-H],cpd:C00020,HILICNeg,NA,4,Mix2,160401,CHEBI:16027,AMP; Adenosine 5'-monophosphate; Adenylic acid; Adenylate; 5'-AMP; 5'-Adenylic acid; 5'-Adenosine monophosphate; Adenosine 5'-phosphate
Adenosine monophosphate_13C-3 15N-1,350.06236,11.585,-1,HILIC,Adenosine monophosphate,C10H14N5O7P,346.055262,10,N5,5,66,13C-3 15N-1,157,Energy charge,AMP,AMP,100 - >10000,0.813,11.2,100 - >10000,1.035,8.4,[M-H],cpd:C00020,HILICNeg,NA,4,Mix2,160401,CHEBI:16027,AMP; Adenosine 5'-monophosphate; Adenylic acid; Adenylate; 5'-AMP; 5'-Adenylic acid; 5'-Adenosine monophosphate; Adenosine 5'-phosphate
Adenosine monophosphate_13C-4 15N-0,350.068678,11.585,-1,HILIC,Adenosine monophosphate,C10H14N5O7P,346.055262,10,N5,5,66,13C-4 15N-0,157,Energy charge,AMP,AMP,100 - >10000,0.813,11.2,100 - >10000,1.035,8.4,[M-H],cpd:C00020,HILICNeg,NA,4,Mix2,160401,CHEBI:16027,AMP; Adenosine 5'-monophosphate; Adenylic acid; Adenylate; 5'-AMP; 5'-Adenylic acid; 5'-Adenosine monophosphate; Adenosine 5'-phosphate
