Protein Name,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,Fraction1,N.lab,C.lab,runDate,type,SampID,ionization,rep,Timepoint,Experiment,Blk.flag,ppm.flag,size.flag,RT.check,all.flags,rawArea,iso.mz,RT..min.,Column,Blk.Max.Area,Area.less.blk,Area.filled.w.background,all.area,MID,Time of day,Vol Filtered (L),Incubation time (hr),Time since last sample (hr),total.GBT.nM.in.sample,total.GBT.nM.in.sample.sd,GBT.nM,GBT.nM.sd
Glycine betaine,200605_Smp_GBTFate2MT12-pos_C,Glycine betaine_13C-3 15N-1,8,552443,0,68628,HILICPos,1,3,200605,Smp,GBTFate2MT12,pos,C,12,Fate2,ok,ok,ok,ok,all ok,552443,122.093902,7.86,HILIC,3636,548807,548807,3991647111,1.37488857290922e-4,1900,2,13,7,1.253344034731659,0.05743497685940425,1.7232083912764942e-4,7.896669336930037e-6
Glycine betaine,200605_Smp_GBTFate2MT24-pos_A,Glycine betaine_13C-3 15N-1,7.99,730956,0,59952,HILICPos,1,3,200605,Smp,GBTFate2MT24,pos,A,24,Fate2,ok,ok,ok,ok,all ok,730956,122.093902,7.86,HILIC,3636,727320,727320,4411979127,1.6485118788278437e-4,700,2,25,12,1.484464650151627,0.0680261687672344,2.447157609474976e-4,1.1214194728393354e-5
Glycine betaine,200605_Smp_GBTFate2MT24-pos_B,Glycine betaine_13C-3 15N-1,7.94,1053507,0,80124,HILICPos,1,3,200605,Smp,GBTFate2MT24,pos,B,24,Fate2,ok,ok,ok,ok,all ok,1053507,122.093902,7.86,HILIC,3636,1049871,1049871,6232642520,1.6844717094411505e-4,700,2,25,12,1.9003603435931633,0.08708475034324573,3.201103236526548e-4,1.4669179827694295e-5
Glycine betaine,200605_Smp_GBTFate2MT24-pos_C,Glycine betaine_13C-3 15N-1,7.99,959892,0,74695,HILICPos,1,3,200605,Smp,GBTFate2MT24,pos,C,24,Fate2,ok,ok,ok,ok,all ok,959892,122.093902,7.86,HILIC,3636,956256,956256,5813655157,1.644844721910636e-4,700,2,25,12,1.8894195807644454,0.0865833856401168,3.107801824895005e-4,1.424162248752993e-5
Glycine betaine,200605_Smp_GBTFate2MT48-pos_A,Glycine betaine_13C-3 15N-1,7.93,1112834,0,84136,HILICPos,1,3,200605,Smp,GBTFate2MT48,pos,A,48,Fate2,ok,ok,ok,ok,all ok,1112834,122.093902,7.86,HILIC,3636,1109198,1109198,5761912670,1.9250517380715526e-4,900,2,51,26,1.780396199417159,0.0815873468739882,3.4273547981439887e-4,1.5705986390441765e-5
Glycine betaine,200605_Smp_GBTFate2MT48-pos_B,Glycine betaine_13C-3 15N-1,7.98,1424857,0,86346,HILICPos,1,3,200605,Smp,GBTFate2MT48,pos,B,48,Fate2,ok,ok,ok,ok,all ok,1424857,122.093902,7.86,HILIC,3636,1421221,1421221,7017527197,2.02524473379679e-4,900,2,51,26,2.3208271553496553,0.10635280519025508,4.700242974424474e-4,2.1539045863608e-5
Glycine betaine,200605_Smp_GBTFate2MT48-pos_C,Glycine betaine_13C-3 15N-1,7.96,1680244,0,130060,HILICPos,1,3,200605,Smp,GBTFate2MT48,pos,C,48,Fate2,ok,ok,ok,ok,all ok,1680244,122.093902,7.86,HILIC,3636,1676608,1676608,7415374127,2.260989090078853e-4,900,2,51,26,2.253467142919579,0.10326600647580719,5.095064624992332e-4,2.3348331401781228e-5
Glycine betaine,200605_Smp_GBTFate2MT5-pos_A,Glycine betaine_13C-3 15N-1,7.95,272561,0,23645,HILICPos,1,3,200605,Smp,GBTFate2MT5,pos,A,5,Fate2,ok,ok,ok,ok,all ok,272561,122.093902,7.86,HILIC,3636,268925,268925,2365046706,1.1370811380500492e-4,1300,2,6,5.75,0.823149447946153,0.03772114294599152,9.359877110558814e-5,4.289200014957663e-6
Glycine betaine,200605_Smp_GBTFate2MT5-pos_B,Glycine betaine_13C-3 15N-1,7.97,532416,0,51895,HILICPos,1,3,200605,Smp,GBTFate2MT5,pos,B,5,Fate2,ok,ok,ok,ok,all ok,532416,122.093902,7.86,HILIC,3636,528780,528780,4361279685,1.212442306368618e-4,1300,2,6,5.75,1.3939611934709615,0.06387881273720147,1.6900975244002838e-4,7.74493750431816e-6
Glycine betaine,200605_Smp_GBTFate2MT5-pos_C,Glycine betaine_13C-3 15N-1,8.03,367050,0,39442,HILICPos,1,3,200605,Smp,GBTFate2MT5,pos,C,5,Fate2,ok,ok,ok,ok,all ok,367050,122.093902,7.86,HILIC,3636,363414,363414,2867442665,1.267380179683558e-4,1300,2,6,5.75,0.8580203448942914,0.03931911533328724,1.0874379788842754e-4,4.983226745610013e-6
Glycine betaine,200605_Smp_GBTFate2MTlong-pos_A,Glycine betaine_13C-3 15N-1,7.96,1659043,0,123631,HILICPos,1,3,200605,Smp,GBTFate2MTlong,pos,A,96,Fate2,ok,ok,ok,ok,all ok,1659043,122.093902,7.86,HILIC,3636,1655407,1655407,6626422340,2.4981912034299943e-4,1000,2,100,49,2.209071236614829,0.10123154683774656,5.518682331061385e-4,2.528957598196699e-5
Glycine betaine,200605_Smp_GBTFate2MTlong-pos_B,Glycine betaine_13C-3 15N-1,7.95,1593910,12249,116120,HILICPos,1,3,200605,Smp,GBTFate2MTlong,pos,B,96,Fate2,ok,ok,ok,ok,all ok,1593910,122.093902,7.86,HILIC,3636,1590274,1590274,6364756511,2.498562195194084e-4,1000,2,100,49,2.0969638312654117,0.09609418147469986,5.239394553489104e-4,2.4009728901080478e-5
Glycine betaine,200605_Smp_GBTFate2MTlong-pos_C,Glycine betaine_13C-3 15N-1,7.97,1540586,0,110078,HILICPos,1,3,200605,Smp,GBTFate2MTlong,pos,C,96,Fate2,ok,ok,ok,ok,all ok,1540586,122.093902,7.86,HILIC,3636,1536950,1536950,6258701003,2.45570126974158e-4,1000,2,100,49,1.9351222060015731,0.08867772618043818,4.75208205838319e-4,2.1776600477909817e-5
Glycine betaine,200605_Smp_GBTFate1MT0-pos_A,Glycine betaine_13C-4 15N-0,7.98,4992,0,8636,HILICPos,0,4,200605,Smp,GBTFate1MT0,pos,A,0,Fate1,ok,ok,ok,ok,all ok,4992,122.10022,7.86,HILIC,0,4992,4992,1416111462,3.5251462430434025e-6,900,2,0.5,0,0.46883913404280114,0.021484735290814735,1.6527265119627027e-6,7.573683389319757e-8
Glycine betaine,200605_Smp_GBTFate1MT0-pos_B,Glycine betaine_13C-4 15N-0,8.08,3790,0,4609,HILICPos,0,4,200605,Smp,GBTFate1MT0,pos,B,0,Fate1,ok,ok,ok,ok,all ok,3790,122.10022,7.86,HILIC,0,3790,3790,1582791441,2.394503724132787e-6,900,2,0.5,0,0.5416364454577615,0.02482070034165592,1.296950485774655e-6,5.9433259403679035e-8
Glycine betaine,200605_Smp_GBTFate1MT0-pos_C,Glycine betaine_13C-4 15N-0,7.86,5754,0,5969,HILICPos,0,4,200605,Smp,GBTFate1MT0,pos,C,0,Fate1,ok,ok,ok,ok,all ok,5754,122.10022,7.86,HILIC,0,5754,5754,2384071873,2.4135178411208916e-6,900,1.95,0.5,0,0.8268328671124805,0.03788993705895573,1.995575876401111e-6,9.144803909073729e-8
Glycine betaine,200605_Smp_GBTFate1MT12-pos_A,Glycine betaine_13C-4 15N-0,7.91,307029,0,42367,HILICPos,0,4,200605,Smp,GBTFate1MT12,pos,A,12,Fate1,ok,ok,ok,ok,all ok,307029,122.10022,7.86,HILIC,0,307029,307029,4370402808,7.025187688374742e-5,1930,2,12.5,3.5,1.3172142302747538,0.06036185336048296,9.253677193478212e-5,4.240533490755464e-6
Glycine betaine,200605_Smp_GBTFate1MT12-pos_B,Glycine betaine_13C-4 15N-0,8.03,276202,0,29140,HILICPos,0,4,200605,Smp,GBTFate1MT12,pos,B,12,Fate1,ok,ok,ok,ok,all ok,276202,122.10022,7.86,HILIC,0,276202,276202,3081739350,8.962536043160172e-5,1930,2,12.5,3.5,1.041704299592832,0.047736503851686554,9.336312331415679e-5,4.278401363451951e-6
Glycine betaine,200605_Smp_GBTFate1MT12-pos_C,Glycine betaine_13C-4 15N-0,7.96,308430,0,37159,HILICPos,0,4,200605,Smp,GBTFate1MT12,pos,C,12,Fate1,ok,ok,ok,ok,all ok,308430,122.10022,7.86,HILIC,0,308430,308430,3418932086,9.021237984310168e-5,1930,2,12.5,3.5,1.0876936292472323,0.04984398273320971,9.812343083457315e-5,4.4965443032213165e-6
Glycine betaine,200605_Smp_GBTFate1MT36-pos_A,Glycine betaine_13C-4 15N-0,7.98,1054813,0,76040,HILICPos,0,4,200605,Smp,GBTFate1MT36,pos,A,36,Fate1,ok,ok,ok,ok,all ok,1054813,122.10022,7.86,HILIC,0,1054813,1054813,8042021606,1.3116266676192761e-4,1900,2,36,23.5,2.603777343824155,0.11931910740022758,3.4151838007026467e-4,1.5650212322266703e-5
Glycine betaine,200605_Smp_GBTFate1MT36-pos_B,Glycine betaine_13C-4 15N-0,8,1169085,0,141748,HILICPos,0,4,200605,Smp,GBTFate1MT36,pos,B,36,Fate1,ok,ok,ok,ok,all ok,1169085,122.10022,7.86,HILIC,0,1169085,1169085,7951864951,1.47020228236268e-4,1900,2,36,23.5,2.691209204120955,0.12332570633377299,3.95662191421408e-4,1.813137349259027e-5
Glycine betaine,200605_Smp_GBTFate1MT36-pos_C,Glycine betaine_13C-4 15N-0,7.99,1459717,0,134850,HILICPos,0,4,200605,Smp,GBTFate1MT36,pos,C,36,Fate1,ok,ok,ok,ok,all ok,1459717,122.10022,7.86,HILIC,0,1459717,1459717,10312259693,1.4155161365756347e-4,1900,2,36,23.5,3.2427091296512245,0.14859840447812236,4.5901070992424405e-4,2.103434394081753e-5
Glycine betaine,200605_Smp_GBTFate1MT4-pos_A,Glycine betaine_13C-4 15N-0,7.91,69318,0,10633,HILICPos,0,4,200605,Smp,GBTFate1MT4,pos,A,4,Fate1,ok,ok,ok,ok,all ok,69318,122.10022,7.86,HILIC,0,69318,69318,1887726747,3.6720356963824914e-5,1200,2,4.5,4.25,0.6318983026278011,0.02895698498034095,2.320353123732792e-5,1.0633108250742361e-6
Glycine betaine,200605_Smp_GBTFate1MT4-pos_B,Glycine betaine_13C-4 15N-0,8.03,81584,0,23221,HILICPos,0,4,200605,Smp,GBTFate1MT4,pos,B,4,Fate1,ok,ok,ok,ok,all ok,81584,122.10022,7.86,HILIC,0,81584,81584,3258720826,2.5035590452877906e-5,1200,2,4.5,4.25,1.0346583424523355,0.04741362013093432,2.5903282520290168e-5,1.1870279754863991e-6
Glycine betaine,200605_Smp_GBTFate1MT4-pos_C,Glycine betaine_13C-4 15N-0,8.05,95978,0,12560,HILICPos,0,4,200605,Smp,GBTFate1MT4,pos,C,4,Fate1,ok,ok,ok,ok,all ok,95978,122.10022,7.86,HILIC,0,95978,95978,2487934877,3.8577376316108456e-5,1200,2,4.5,4.25,0.8503859534363009,0.03896926638154336,3.280565893964486e-5,1.5033320539634722e-6
Glycine betaine,200605_Smp_GBTFate1MT50-pos_A,Glycine betaine_13C-4 15N-0,7.98,1282126,0,101388,HILICPos,0,4,200605,Smp,GBTFate1MT50,pos,A,50,Fate1,ok,ok,ok,ok,all ok,1282126,122.10022,7.86,HILIC,0,1282126,1282126,9019146847,1.4215601783071843e-4,900,2,50,14,2.8746007932837676,0.13172969708802001,4.086418016262446e-4,1.872616916807971e-5
Glycine betaine,200605_Smp_GBTFate1MT50-pos_B,Glycine betaine_13C-4 15N-0,7.96,982259,0,80705,HILICPos,0,4,200605,Smp,GBTFate1MT50,pos,B,50,Fate1,ok,ok,ok,ok,all ok,982259,122.10022,7.86,HILIC,0,982259,982259,6508570849,1.509177702430508e-4,900,2,50,14,2.1730518774890673,0.09958094572540185,3.279521439731252e-4,1.5028534287571909e-5
Glycine betaine,200605_Smp_GBTFate1MT50-pos_C,Glycine betaine_13C-4 15N-0,7.93,1371809,0,112363,HILICPos,0,4,200605,Smp,GBTFate1MT50,pos,C,50,Fate1,ok,ok,ok,ok,all ok,1371809,122.10022,7.86,HILIC,0,1371809,1371809,9397733538,1.4597232348130022e-4,900,2,50,14,2.7974322586842186,0.12819341903811637,4.083476865816771e-4,1.8712691232005794e-5
Glycine betaine,200605_Smp_GBTFate1MT8-pos_A,Glycine betaine_13C-4 15N-0,7.98,159073,0,21963,HILICPos,0,4,200605,Smp,GBTFate1MT8,pos,A,8,Fate1,ok,ok,ok,ok,all ok,159073,122.10022,7.86,HILIC,0,159073,159073,2521587362,6.308446909165625e-5,1600,2,9,4.5,0.8143415700600675,0.03731751852320797,5.1372305606505145e-5,2.3541558438546226e-6
Glycine betaine,200605_Smp_GBTFate1MT8-pos_B,Glycine betaine_13C-4 15N-0,7.99,276049,0,42164,HILICPos,0,4,200605,Smp,GBTFate1MT8,pos,B,8,Fate1,ok,ok,ok,ok,all ok,276049,122.10022,7.86,HILIC,0,276049,276049,3453940543,7.992291603266316e-5,1600,2,9,4.5,1.1177663241327487,0.051222075648631266,8.933514406780022e-5,4.093817651084277e-6
Glycine betaine,200605_Smp_GBTFate1MT8-pos_C,Glycine betaine_13C-4 15N-0,8.04,302812,0,32602,HILICPos,0,4,200605,Smp,GBTFate1MT8,pos,C,8,Fate1,ok,ok,ok,ok,all ok,302812,122.10022,7.86,HILIC,0,302812,302812,4061483873,7.455698692121829e-5,1600,2,9,4.5,1.3297617354890288,0.06093684765706445,9.914302832119205e-5,4.543267753788025e-6
Glycine betaine,200605_Smp_GBTFate1MTlong-pos_A,Glycine betaine_13C-4 15N-0,7.97,1422680,0,114121,HILICPos,0,4,200605,Smp,GBTFate1MTlong,pos,A,96,Fate1,ok,ok,ok,ok,all ok,1422680,122.10022,7.86,HILIC,0,1422680,1422680,9850634590,1.4442521311715817e-4,800,1.9,98,48,3.2138423514111882,0.14727557316103954,4.641598665275096e-4,2.1270306040734755e-5
Glycine betaine,200605_Smp_GBTFate1MTlong-pos_B,Glycine betaine_13C-4 15N-0,7.99,1659100,0,156001,HILICPos,0,4,200605,Smp,GBTFate1MTlong,pos,B,96,Fate1,ok,ok,ok,ok,all ok,1659100,122.10022,7.86,HILIC,0,1659100,1659100,10695325516,1.5512384335736377e-4,800,1.8,98,48,3.9961915849558793,0.18312703044605574,6.199045974507111e-4,2.8407368785413138e-5
Glycine betaine,200605_Smp_GBTFate1MTlong-pos_C,Glycine betaine_13C-4 15N-0,7.99,1921509,0,163431,HILICPos,0,4,200605,Smp,GBTFate1MTlong,pos,C,96,Fate1,ok,ok,ok,ok,all ok,1921509,122.10022,7.86,HILIC,0,1921509,1921509,14009136281,1.3716113266783346e-4,800,2,98,48,4.5695424208749476,0.20940105504009482,6.267636142209215e-4,2.872168589113874e-5
Glycine betaine,200605_Smp_GBTFate2MT0-pos_A,Glycine betaine_13C-4 15N-0,7.69,NA,0,0,HILICPos,0,4,200605,Smp,GBTFate2MT0,pos,A,0,Fate2,NA,NA,too small,ok,something is wrong,0,122.10022,7.86,HILIC,0,NA,0,1896092748,0,700,2,0.3,0,0.6581653957833515,0.030160684719396123,0,0
Glycine betaine,200605_Smp_GBTFate2MT0-pos_B,Glycine betaine_13C-4 15N-0,7.99,5145,0,5560,HILICPos,0,4,200605,Smp,GBTFate2MT0,pos,B,0,Fate2,ok,ok,ok,ok,all ok,5145,122.10022,7.86,HILIC,0,5145,5145,1949568457,2.6390455700730494e-6,700,2,0.3,0,0.6843021363424275,0.03135841100012333,1.8059045215060072e-6,8.275627563440545e-8
Glycine betaine,200605_Smp_GBTFate2MT0-pos_C,Glycine betaine_13C-4 15N-0,7.9,11199,0,6678,HILICPos,0,4,200605,Smp,GBTFate2MT0,pos,C,0,Fate2,ok,ok,ok,ok,all ok,11199,122.10022,7.86,HILIC,0,11199,11199,1358236514,8.24525028194022e-6,700,2,0.3,0,0.47435566327627077,0.021737532384101574,3.911181166368611e-6,1.7923139501869815e-7
Glycine betaine,200605_Smp_GBTFate2MT12-pos_A,Glycine betaine_13C-4 15N-0,7.94,312303,0,42569,HILICPos,0,4,200605,Smp,GBTFate2MT12,pos,A,12,Fate2,ok,ok,ok,ok,all ok,312303,122.10022,7.86,HILIC,0,312303,312303,3866920690,8.076271147935026e-5,1900,2,13,7,1.2168564699758444,0.05576292004233492,9.827662799643977e-5,4.503564622625173e-6
Glycine betaine,200605_Smp_GBTFate2MT12-pos_B,Glycine betaine_13C-4 15N-0,7.94,514292,0,55850,HILICPos,0,4,200605,Smp,GBTFate2MT12,pos,B,12,Fate2,ok,ok,ok,ok,all ok,514292,122.10022,7.86,HILIC,0,514292,514292,4805483349,1.070219086508794e-4,1900,2,13,7,1.5187788803841433,0.06959863168622438,1.6254261459735668e-4,7.448578402549306e-6
Glycine betaine,200605_Smp_GBTFate2MT12-pos_C,Glycine betaine_13C-4 15N-0,7.96,406178,0,60231,HILICPos,0,4,200605,Smp,GBTFate2MT12,pos,C,12,Fate2,ok,ok,ok,ok,all ok,406178,122.10022,7.86,HILIC,0,406178,406178,3991647111,1.0175699121314434e-4,1900,2,13,7,1.253344034731659,0.05743497685940425,1.275365179292363e-4,5.844410435609546e-6
Glycine betaine,200605_Smp_GBTFate2MT24-pos_A,Glycine betaine_13C-4 15N-0,7.98,529837,0,63005,HILICPos,0,4,200605,Smp,GBTFate2MT24,pos,A,24,Fate2,ok,ok,ok,ok,all ok,529837,122.10022,7.86,HILIC,0,529837,529837,4411979127,1.2009055001134415e-4,700,2,25,12,1.484464650151627,0.0680261687672344,1.7827017630910646e-4,8.169300022421699e-6
Glycine betaine,200605_Smp_GBTFate2MT24-pos_B,Glycine betaine_13C-4 15N-0,7.98,808864,0,65030,HILICPos,0,4,200605,Smp,GBTFate2MT24,pos,B,24,Fate2,ok,ok,ok,ok,all ok,808864,122.10022,7.86,HILIC,0,808864,808864,6232642520,1.2977866088170897e-4,700,2,25,12,1.9003603435931633,0.08708475034324573,2.466262205842251e-4,1.1301742282764377e-5
Glycine betaine,200605_Smp_GBTFate2MT24-pos_C,Glycine betaine_13C-4 15N-0,7.91,814450,0,73310,HILICPos,0,4,200605,Smp,GBTFate2MT24,pos,C,24,Fate2,ok,ok,ok,ok,all ok,814450,122.10022,7.86,HILIC,0,814450,814450,5813655157,1.4009258857043694e-4,700,2,25,12,1.8894195807644454,0.0865833856401168,2.646936799649609e-4,1.2129690621516362e-5
Glycine betaine,200605_Smp_GBTFate2MT48-pos_A,Glycine betaine_13C-4 15N-0,7.98,787779,0,69662,HILICPos,0,4,200605,Smp,GBTFate2MT48,pos,A,48,Fate2,ok,ok,ok,ok,all ok,787779,122.10022,7.86,HILIC,0,787779,787779,5761912670,1.3672178755878297e-4,900,2,51,26,1.780396199417159,0.0815873468739882,2.4341895094717741e-4,1.1154767906790151e-5
Glycine betaine,200605_Smp_GBTFate2MT48-pos_B,Glycine betaine_13C-4 15N-0,7.94,973903,0,81825,HILICPos,0,4,200605,Smp,GBTFate2MT48,pos,B,48,Fate2,ok,ok,ok,ok,all ok,973903,122.10022,7.86,HILIC,0,973903,973903,7017527197,1.3878150702662678e-4,900,2,51,26,2.3208271553496553,0.10635280519025508,3.220878901677444e-4,1.4759802580812853e-5
Glycine betaine,200605_Smp_GBTFate2MT48-pos_C,Glycine betaine_13C-4 15N-0,7.95,1016830,0,82162,HILICPos,0,4,200605,Smp,GBTFate2MT48,pos,C,48,Fate2,ok,ok,ok,ok,all ok,1016830,122.10022,7.86,HILIC,0,1016830,1016830,7415374127,1.3712457154354984e-4,900,2,51,26,2.253467142919579,0.10326600647580719,3.090057164603147e-4,1.4160306893008505e-5
Glycine betaine,200605_Smp_GBTFate2MT5-pos_A,Glycine betaine_13C-4 15N-0,8,217728,0,31151,HILICPos,0,4,200605,Smp,GBTFate2MT5,pos,A,5,Fate2,ok,ok,ok,ok,all ok,217728,122.10022,7.86,HILIC,0,217728,217728,2365046706,9.206076118819786e-5,1300,2,6,5.75,0.823149447946153,0.03772114294599152,7.57797647495677e-5,3.4726371324968e-6
Glycine betaine,200605_Smp_GBTFate2MT5-pos_B,Glycine betaine_13C-4 15N-0,7.97,432325,0,58087,HILICPos,0,4,200605,Smp,GBTFate2MT5,pos,B,5,Fate2,ok,ok,ok,ok,all ok,432325,122.10022,7.86,HILIC,0,432325,432325,4361279685,9.912801545081373e-5,1300,2,6,5.75,1.3939611934709615,0.06387881273720147,1.381806067242242e-4,6.3321799359929436e-6
Glycine betaine,200605_Smp_GBTFate2MT5-pos_C,Glycine betaine_13C-4 15N-0,7.99,314244,0,43112,HILICPos,0,4,200605,Smp,GBTFate2MT5,pos,C,5,Fate2,ok,ok,ok,ok,all ok,314244,122.10022,7.86,HILIC,0,314244,314244,2867442665,1.0959033421510452e-4,1300,2,6,5.75,0.8580203448942914,0.03931911533328724,9.403073636032464e-5,4.3089949904171896e-6
Glycine betaine,200605_Smp_GBTFate2MTlong-pos_A,Glycine betaine_13C-4 15N-0,7.93,933757,0,89032,HILICPos,0,4,200605,Smp,GBTFate2MTlong,pos,A,96,Fate2,ok,ok,ok,ok,all ok,933757,122.10022,7.86,HILIC,0,933757,933757,6626422340,1.4091419956187097e-4,1000,2,100,49,2.209071236614829,0.10123154683774656,3.112895050827311e-4,1.4264962393051107e-5
Glycine betaine,200605_Smp_GBTFate2MTlong-pos_B,Glycine betaine_13C-4 15N-0,7.95,1066914,0,92525,HILICPos,0,4,200605,Smp,GBTFate2MTlong,pos,B,96,Fate2,ok,ok,ok,ok,all ok,1066914,122.10022,7.86,HILIC,0,1066914,1066914,6364756511,1.6762840780414577e-4,1000,2,100,49,2.0969638312654117,0.09609418147469986,3.515107082579024e-4,1.610811463984658e-5
Glycine betaine,200605_Smp_GBTFate2MTlong-pos_C,Glycine betaine_13C-4 15N-0,7.97,908479,0,94218,HILICPos,0,4,200605,Smp,GBTFate2MTlong,pos,C,96,Fate2,ok,ok,ok,ok,all ok,908479,122.10022,7.86,HILIC,0,908479,908479,6258701003,1.4515456155591013e-4,1000,2,100,49,1.9351222060015731,0.08867772618043818,2.8089181536926393e-4,1.2871976463496557e-5
Glycine betaine,200605_Smp_GBTFate1MT0-pos_A,Glycine betaine_13C-4 15N-1,7.98,4836581,0,343782,HILICPos,1,4,200605,Smp,GBTFate1MT0,pos,A,0,Fate1,ok,ok,ok,ok,all ok,4836581,123.097256,7.86,HILIC,992701,3843880,3843880,1416111462,0.002714390853507547,900,2,0.5,0,0.46883913404280114,0.021484735290814735,0.0012726126572121781,5.831796896341832e-5
Glycine betaine,200605_Smp_GBTFate1MT0-pos_B,Glycine betaine_13C-4 15N-1,7.96,5243612,0,366093,HILICPos,1,4,200605,Smp,GBTFate1MT0,pos,B,0,Fate1,ok,ok,ok,ok,all ok,5243612,123.097256,7.86,HILIC,992701,4250911,4250911,1582791441,0.0026857050713606934,900,2,0.5,0,0.5416364454577615,0.02482070034165592,0.0014546757483996896,6.66610807823094e-5
Glycine betaine,200605_Smp_GBTFate1MT0-pos_C,Glycine betaine_13C-4 15N-1,7.94,7893844,7270,539915,HILICPos,1,4,200605,Smp,GBTFate1MT0,pos,C,0,Fate1,ok,ok,ok,ok,all ok,7893844,123.097256,7.86,HILIC,992701,6901143,6901143,2384071873,0.0028946874790800404,900,1.95,0.5,0,0.8268328671124805,0.03788993705895573,0.002393422747722348,1.0967952638768995e-4
Glycine betaine,200605_Smp_GBTFate1MT12-pos_A,Glycine betaine_13C-4 15N-1,7.99,74707832,793242,4562673,HILICPos,1,4,200605,Smp,GBTFate1MT12,pos,A,12,Fate1,ok,ok,ok,ok,all ok,74707832,123.097256,7.86,HILIC,992701,73715131,73715131,4370402808,0.016866896311036782,1930,2,12.5,3.5,1.3172142302747538,0.06036185336048296,0.0222173158414664,0.0010181171217732733
Glycine betaine,200605_Smp_GBTFate1MT12-pos_B,Glycine betaine_13C-4 15N-1,7.99,56031584,461653,3437226,HILICPos,1,4,200605,Smp,GBTFate1MT12,pos,B,12,Fate1,ok,ok,ok,ok,all ok,56031584,123.097256,7.86,HILIC,992701,55038883,55038883,3081739350,0.01785968141660001,1930,2,12.5,3.5,1.041704299592832,0.047736503851686554,0.018604506921030432,8.525587507334211e-4
Glycine betaine,200605_Smp_GBTFate1MT12-pos_C,Glycine betaine_13C-4 15N-1,7.95,63127440,586638,3795063,HILICPos,1,4,200605,Smp,GBTFate1MT12,pos,C,12,Fate1,ok,ok,ok,ok,all ok,63127440,123.097256,7.86,HILIC,992701,62134739,62134739,3418932086,0.01817372718646041,1930,2,12.5,3.5,1.0876936292472323,0.04984398273320971,0.019767447280390215,9.058509440799966e-4
Glycine betaine,200605_Smp_GBTFate1MT36-pos_A,Glycine betaine_13C-4 15N-1,8.01,167564768,2241321,9842560,HILICPos,1,4,200605,Smp,GBTFate1MT36,pos,A,36,Fate1,ok,ok,ok,ok,all ok,167564768,123.097256,7.86,HILIC,992701,166572067,166572067,8042021606,0.020712710703950823,1900,2,36,23.5,2.603777343824155,0.11931910740022758,0.05393128686013122,0.0024714221530345516
Glycine betaine,200605_Smp_GBTFate1MT36-pos_B,Glycine betaine_13C-4 15N-1,8,165625888,1811902,9775216,HILICPos,1,4,200605,Smp,GBTFate1MT36,pos,B,36,Fate1,ok,ok,ok,ok,all ok,165625888,123.097256,7.86,HILIC,992701,164633187,164633187,7951864951,0.020703720198278302,1900,2,36,23.5,2.691209204120955,0.12332570633377299,0.05571804235715149,0.002553300917189474
Glycine betaine,200605_Smp_GBTFate1MT36-pos_C,Glycine betaine_13C-4 15N-1,7.96,212799040,2418989,11963362,HILICPos,1,4,200605,Smp,GBTFate1MT36,pos,C,36,Fate1,ok,ok,ok,ok,all ok,212799040,123.097256,7.86,HILIC,992701,211806339,211806339,10312259693,0.02053927512548728,1900,2,36,23.5,3.2427091296512245,0.14859840447812236,0.06660289496583591,0.0030521035127845965
Glycine betaine,200605_Smp_GBTFate1MT4-pos_A,Glycine betaine_13C-4 15N-1,7.98,24831942,156094,1511913,HILICPos,1,4,200605,Smp,GBTFate1MT4,pos,A,4,Fate1,ok,ok,ok,ok,all ok,24831942,123.097256,7.86,HILIC,992701,23839241,23839241,1887726747,0.01262854437904513,1200,2,4.5,4.25,0.6318983026278011,0.02895698498034095,0.007979955757778476,3.6568456990757894e-4
Glycine betaine,200605_Smp_GBTFate1MT4-pos_B,Glycine betaine_13C-4 15N-1,7.99,47422464,513265,2855292,HILICPos,1,4,200605,Smp,GBTFate1MT4,pos,B,4,Fate1,ok,ok,ok,ok,all ok,47422464,123.097256,7.86,HILIC,992701,46429763,46429763,3258720826,0.014247849226468226,1200,2,4.5,4.25,1.0346583424523355,0.04741362013093432,0.014741656064168404,6.755421109065909e-4
Glycine betaine,200605_Smp_GBTFate1MT4-pos_C,Glycine betaine_13C-4 15N-1,7.94,33097706,294944,1968479,HILICPos,1,4,200605,Smp,GBTFate1MT4,pos,C,4,Fate1,ok,ok,ok,ok,all ok,33097706,123.097256,7.86,HILIC,992701,32105005,32105005,2487934877,0.01290427868381862,1200,2,4.5,4.25,0.8503859534363009,0.03896926638154336,0.010973617331946831,5.028702734913995e-4
Glycine betaine,200605_Smp_GBTFate1MT50-pos_A,Glycine betaine_13C-4 15N-1,7.98,187310080,1879313,11058451,HILICPos,1,4,200605,Smp,GBTFate1MT50,pos,A,50,Fate1,ok,ok,ok,ok,all ok,187310080,123.097256,7.86,HILIC,992701,186317379,186317379,9019146847,0.02065798264078314,900,2,50,14,2.8746007932837676,0.13172969708802001,0.059383453286837515,0.002721269795719939
